City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Year,Month
Bangalore,04/11/2020,49,26.95,52.92,40.67,55.86,0.51,46.55,2020,11
Bangalore,04/12/2020,58,31.9,62.64,48.14,66.12,0.61,55.1,2020,12
Bangalore,05/01/2020,61,33.55,65.88,50.63,69.54,0.64,57.95,2020,1
Bangalore,05/02/2020,58,31.9,62.64,48.14,66.12,0.61,55.1,2020,2
Bangalore,05/03/2020,56,30.8,60.48,46.48,63.84,0.59,53.2,2020,3
Bangalore,05/04/2020,66,36.3,71.28,54.78,75.24,0.69,62.7,2020,4
Bangalore,05/05/2020,78,42.9,84.24,64.74,88.92,0.82,74.1,2020,5
Bangalore,05/06/2020,71,39.05,76.68,58.93,80.94,0.75,67.45,2020,6
Bangalore,05/07/2020,70,38.5,75.6,58.1,79.8,0.74,66.5,2020,7
Bangalore,05/08/2020,58,31.9,62.64,48.14,66.12,0.61,55.1,2020,8
Bangalore,05/09/2020,64,35.2,69.12,53.12,72.96,0.67,60.8,2020,9
Bangalore,05/10/2020,68,37.4,73.44,56.44,77.52,0.71,64.6,2020,10
Bangalore,05/11/2020,60,33,64.8,49.8,68.4,0.63,57,2020,11
Bangalore,05/12/2020,75,41.25,81,62.25,85.5,0.79,71.25,2020,12
Bangalore,06/01/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,1
Bangalore,06/02/2020,32,17.6,34.56,26.56,36.48,0.34,30.4,2020,2
Bangalore,06/03/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,3
Bangalore,06/04/2020,34,18.7,36.72,28.22,38.76,0.36,32.3,2020,4
Bangalore,06/05/2020,51,28.05,55.08,42.33,58.14,0.54,48.45,2020,5
Bangalore,06/06/2020,60,33,64.8,49.8,68.4,0.63,57,2020,6
Bangalore,06/07/2020,50,27.5,54,41.5,57,0.53,47.5,2020,7
Bangalore,06/08/2020,47,25.85,50.76,39.01,53.58,0.49,44.65,2020,8
Bangalore,06/09/2020,53,29.15,57.24,43.99,60.42,0.56,50.35,2020,9
Bangalore,06/10/2020,72,39.6,77.76,59.76,82.08,0.76,68.4,2020,10
Bangalore,06/11/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,11
Bangalore,06/12/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,12
Bangalore,07/01/2020,41,22.55,44.28,34.03,46.74,0.43,38.95,2020,1
Bangalore,07/02/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,2
Bangalore,07/03/2020,38,20.9,41.04,31.54,43.32,0.4,36.1,2020,3
Bangalore,07/04/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,4
Bangalore,07/05/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,5
Bangalore,07/06/2020,38,20.9,41.04,31.54,43.32,0.4,36.1,2020,6
Bangalore,07/07/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,7
Bangalore,07/08/2020,44,24.2,47.52,36.52,50.16,0.46,41.8,2020,8
Bangalore,07/09/2020,35,19.25,37.8,29.05,39.9,0.37,33.25,2020,9
Bangalore,07/10/2020,34,18.7,36.72,28.22,38.76,0.36,32.3,2020,10
Bangalore,07/11/2020,40,22,43.2,33.2,45.6,0.42,38,2020,11
Bangalore,07/12/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,12
Bangalore,08/01/2020,29,15.95,31.32,24.07,33.06,0.3,27.55,2020,1
Bangalore,08/02/2020,43,23.65,46.44,35.69,49.02,0.45,40.85,2020,2
Bangalore,08/03/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,3
Bangalore,08/04/2020,35,19.25,37.8,29.05,39.9,0.37,33.25,2020,4
Bangalore,08/05/2020,35,19.25,37.8,29.05,39.9,0.37,33.25,2020,5
Bangalore,08/06/2020,41,22.55,44.28,34.03,46.74,0.43,38.95,2020,6
Bangalore,08/07/2020,41,22.55,44.28,34.03,46.74,0.43,38.95,2020,7
Bangalore,08/08/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,8
Bangalore,08/09/2020,36,19.8,38.88,29.88,41.04,0.38,34.2,2020,9
Bangalore,08/10/2020,34,18.7,36.72,28.22,38.76,0.36,32.3,2020,10
Bangalore,08/11/2020,55,30.25,59.4,45.65,62.7,0.58,52.25,2020,11
Bangalore,08/12/2020,48,26.4,51.84,39.84,54.72,0.5,45.6,2020,12
Bangalore,09/01/2020,52,28.6,56.16,43.16,59.28,0.55,49.4,2020,1
Bangalore,09/02/2020,76,41.8,82.08,63.08,86.64,0.8,72.2,2020,2
Bangalore,09/03/2020,50,27.5,54,41.5,57,0.53,47.5,2020,3
Bangalore,09/04/2020,47,25.85,50.76,39.01,53.58,0.49,44.65,2020,4
Bangalore,09/05/2020,64,35.2,69.12,53.12,72.96,0.67,60.8,2020,5
Bangalore,09/06/2020,69,37.95,74.52,57.27,78.66,0.72,65.55,2020,6
Bangalore,09/07/2020,48,26.4,51.84,39.84,54.72,0.5,45.6,2020,7
Bangalore,09/08/2020,39,21.45,42.12,32.37,44.46,0.41,37.05,2020,8
Bangalore,09/09/2020,35,19.25,37.8,29.05,39.9,0.37,33.25,2020,9
Bangalore,09/10/2020,34,18.7,36.72,28.22,38.76,0.36,32.3,2020,10
Bangalore,09/11/2020,34,18.7,36.72,28.22,38.76,0.36,32.3,2020,11
Bangalore,09/12/2020,33,18.15,35.64,27.39,37.62,0.35,31.35,2020,12
Bangalore,10/01/2020,50,27.5,54,41.5,57,0.53,47.5,2020,1
Bangalore,10/02/2020,56,30.8,60.48,46.48,63.84,0.59,53.2,2020,2
Bangalore,10/03/2020,48,26.4,51.84,39.84,54.72,0.5,45.6,2020,3
Bangalore,10/04/2020,59,32.45,63.72,48.97,67.26,0.62,56.05,2020,4
Bangalore,10/05/2020,47,25.85,50.76,39.01,53.58,0.49,44.65,2020,5
Bangalore,10/06/2020,63,34.65,68.04,52.29,71.82,0.66,59.85,2020,6
Bangalore,10/07/2020,60,33,64.8,49.8,68.4,0.63,57,2020,7
Bangalore,10/08/2020,72,39.6,77.76,59.76,82.08,0.76,68.4,2020,8
Bangalore,10/09/2020,76,41.8,82.08,63.08,86.64,0.8,72.2,2020,9
Bangalore,10/10/2020,57,31.35,61.56,47.31,64.98,0.6,54.15,2020,10
Bangalore,10/11/2020,42,23.1,45.36,34.86,47.88,0.44,39.9,2020,11
Bangalore,10/12/2020,43,23.65,46.44,35.69,49.02,0.45,40.85,2020,12
Bangalore,11/01/2020,114,62.7,123.12,94.62,129.96,1.2,108.3,2020,1
Bangalore,11/03/2020,119,65.45,128.52,98.77,135.66,1.25,113.05,2020,3
Bangalore,11/04/2020,94,51.7,101.52,78.02,107.16,0.99,89.3,2020,4
Bangalore,11/05/2020,73,40.15,78.84,60.59,83.22,0.77,69.35,2020,5
Bangalore,11/06/2020,74,40.7,79.92,61.42,84.36,0.78,70.3,2020,6
Bangalore,11/07/2020,53,29.15,57.24,43.99,60.42,0.56,50.35,2020,7
Bangalore,11/08/2020,59,32.45,63.72,48.97,67.26,0.62,56.05,2020,8
Bangalore,11/09/2020,108,59.4,116.64,89.64,123.12,1.13,102.6,2020,9
Bangalore,11/10/2020,93,51.15,100.44,77.19,106.02,0.98,88.35,2020,10
Bangalore,11/11/2020,87,47.85,93.96,72.21,99.18,0.91,82.65,2020,11
Bangalore,11/12/2020,63,34.65,68.04,52.29,71.82,0.66,59.85,2020,12
Bangalore,12/01/2020,63,34.65,68.04,52.29,71.82,0.66,59.85,2020,1
Bangalore,12/02/2020,65,35.75,70.2,53.95,74.1,0.68,61.75,2020,2
Bangalore,12/03/2020,62,34.1,66.96,51.46,70.68,0.65,58.9,2020,3
Bangalore,12/04/2020,63,34.65,68.04,52.29,71.82,0.66,59.85,2020,4
Bangalore,12/05/2020,49,26.95,52.92,40.67,55.86,0.51,46.55,2020,5
Bangalore,12/06/2020,51,28.05,55.08,42.33,58.14,0.54,48.45,2020,6
Bangalore,12/07/2020,44,24.2,47.52,36.52,50.16,0.46,41.8,2020,7
Bangalore,12/08/2020,52,28.6,56.16,43.16,59.28,0.55,49.4,2020,8
Bangalore,12/09/2020,50,27.5,54,41.5,57,0.53,47.5,2020,9
Bangalore,12/10/2020,57,31.35,61.56,47.31,64.98,0.6,54.15,2020,10
Bangalore,12/11/2020,81,44.55,87.48,67.23,92.34,0.85,76.95,2020,11
Bangalore,12/12/2020,83,45.65,89.64,68.89,94.62,0.87,78.85,2020,12
Bangalore,01/01/2021,98,53.9,105.84,81.34,111.72,1.03,93.1,2021,1
Bangalore,01/02/2021,107,58.85,115.56,88.81,121.98,1.12,101.65,2021,2
Bangalore,01/03/2021,80,44,86.4,66.4,91.2,0.84,76,2021,3
Bangalore,01/04/2021,80,44,86.4,66.4,91.2,0.84,76,2021,4
Bangalore,01/05/2021,58,31.9,62.64,48.14,66.12,0.61,55.1,2021,5
Bangalore,01/06/2021,38,20.9,41.04,31.54,43.32,0.4,36.1,2021,6
Bangalore,01/07/2021,43,23.65,46.44,35.69,49.02,0.45,40.85,2021,7
Bangalore,01/08/2021,58,31.9,62.64,48.14,66.12,0.61,55.1,2021,8
Bangalore,01/09/2021,48,26.4,51.84,39.84,54.72,0.5,45.6,2021,9
Bangalore,01/10/2021,81,44.55,87.48,67.23,92.34,0.85,76.95,2021,10
Bangalore,01/11/2021,64,35.2,69.12,53.12,72.96,0.67,60.8,2021,11
Bangalore,01/12/2021,63,34.65,68.04,52.29,71.82,0.66,59.85,2021,12
Bangalore,02/01/2021,87,47.85,93.96,72.21,99.18,0.91,82.65,2021,1
Bangalore,02/02/2021,92,50.6,99.36,76.36,104.88,0.97,87.4,2021,2
Bangalore,02/03/2021,107,58.85,115.56,88.81,121.98,1.12,101.65,2021,3
Bangalore,02/04/2021,91,50.05,98.28,75.53,103.74,0.96,86.45,2021,4
Bangalore,02/05/2021,84,46.2,90.72,69.72,95.76,0.88,79.8,2021,5
Bangalore,02/06/2021,88,48.4,95.04,73.04,100.32,0.92,83.6,2021,6
Bangalore,02/07/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,7
Bangalore,02/08/2021,87,47.85,93.96,72.21,99.18,0.91,82.65,2021,8
Bangalore,02/09/2021,85,46.75,91.8,70.55,96.9,0.89,80.75,2021,9
Bangalore,02/10/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,10
Bangalore,02/11/2021,101,55.55,109.08,83.83,115.14,1.06,95.95,2021,11
Bangalore,02/12/2021,95,52.25,102.6,78.85,108.3,1,90.25,2021,12
Bangalore,03/01/2021,79,43.45,85.32,65.57,90.06,0.83,75.05,2021,1
Bangalore,03/02/2021,88,48.4,95.04,73.04,100.32,0.92,83.6,2021,2
Bangalore,03/03/2021,102,56.1,110.16,84.66,116.28,1.07,96.9,2021,3
Bangalore,03/04/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,4
Bangalore,03/05/2021,70,38.5,75.6,58.1,79.8,0.74,66.5,2021,5
Bangalore,03/06/2021,75,41.25,81,62.25,85.5,0.79,71.25,2021,6
Bangalore,03/07/2021,84,46.2,90.72,69.72,95.76,0.88,79.8,2021,7
Bangalore,03/08/2021,58,31.9,62.64,48.14,66.12,0.61,55.1,2021,8
Bangalore,03/09/2021,55,30.25,59.4,45.65,62.7,0.58,52.25,2021,9
Bangalore,03/10/2021,50,27.5,54,41.5,57,0.53,47.5,2021,10
Bangalore,03/11/2021,55,30.25,59.4,45.65,62.7,0.58,52.25,2021,11
Bangalore,03/12/2021,62,34.1,66.96,51.46,70.68,0.65,58.9,2021,12
Bangalore,04/01/2021,94,51.7,101.52,78.02,107.16,0.99,89.3,2021,1
Bangalore,04/02/2021,83,45.65,89.64,68.89,94.62,0.87,78.85,2021,2
Bangalore,04/03/2021,104,57.2,112.32,86.32,118.56,1.09,98.8,2021,3
Bangalore,04/04/2021,114,62.7,123.12,94.62,129.96,1.2,108.3,2021,4
Bangalore,04/05/2021,111,61.05,119.88,92.13,126.54,1.17,105.45,2021,5
Bangalore,04/06/2021,114,62.7,123.12,94.62,129.96,1.2,108.3,2021,6
Bangalore,04/07/2021,101,55.55,109.08,83.83,115.14,1.06,95.95,2021,7
Bangalore,04/08/2021,105,57.75,113.4,87.15,119.7,1.1,99.75,2021,8
Bangalore,04/09/2021,102,56.1,110.16,84.66,116.28,1.07,96.9,2021,9
Bangalore,04/10/2021,103,56.65,111.24,85.49,117.42,1.08,97.85,2021,10
Bangalore,04/11/2021,82,45.1,88.56,68.06,93.48,0.86,77.9,2021,11
Bangalore,04/12/2021,67,36.85,72.36,55.61,76.38,0.7,63.65,2021,12
Bangalore,05/01/2021,93,51.15,100.44,77.19,106.02,0.98,88.35,2021,1
Bangalore,05/02/2021,78,42.9,84.24,64.74,88.92,0.82,74.1,2021,2
Bangalore,05/03/2021,54,29.7,58.32,44.82,61.56,0.57,51.3,2021,3
Bangalore,05/04/2021,64,35.2,69.12,53.12,72.96,0.67,60.8,2021,4
Bangalore,05/05/2021,68,37.4,73.44,56.44,77.52,0.71,64.6,2021,5
Bangalore,05/06/2021,61,33.55,65.88,50.63,69.54,0.64,57.95,2021,6
Bangalore,05/07/2021,52,28.6,56.16,43.16,59.28,0.55,49.4,2021,7
Bangalore,05/08/2021,61,33.55,65.88,50.63,69.54,0.64,57.95,2021,8
Bangalore,05/09/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,9
Bangalore,05/10/2021,53,29.15,57.24,43.99,60.42,0.56,50.35,2021,10
Bangalore,05/11/2021,54,29.7,58.32,44.82,61.56,0.57,51.3,2021,11
Bangalore,05/12/2021,57,31.35,61.56,47.31,64.98,0.6,54.15,2021,12
Bangalore,06/01/2021,38,20.9,41.04,31.54,43.32,0.4,36.1,2021,1
Bangalore,06/02/2021,42,23.1,45.36,34.86,47.88,0.44,39.9,2021,2
Bangalore,06/03/2021,52,28.6,56.16,43.16,59.28,0.55,49.4,2021,3
Bangalore,06/04/2021,44,24.2,47.52,36.52,50.16,0.46,41.8,2021,4
Bangalore,06/05/2021,32,17.6,34.56,26.56,36.48,0.34,30.4,2021,5
Bangalore,06/06/2021,39,21.45,42.12,32.37,44.46,0.41,37.05,2021,6
Bangalore,06/07/2021,46,25.3,49.68,38.18,52.44,0.48,43.7,2021,7
Bangalore,06/08/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,8
Bangalore,06/09/2021,46,25.3,49.68,38.18,52.44,0.48,43.7,2021,9
Bangalore,06/10/2021,42,23.1,45.36,34.86,47.88,0.44,39.9,2021,10
Bangalore,06/11/2021,42,23.1,45.36,34.86,47.88,0.44,39.9,2021,11
Bangalore,06/12/2021,47,25.85,50.76,39.01,53.58,0.49,44.65,2021,12
Bangalore,07/01/2021,53,29.15,57.24,43.99,60.42,0.56,50.35,2021,1
Bangalore,07/02/2021,50,27.5,54,41.5,57,0.53,47.5,2021,2
Bangalore,07/03/2021,54,29.7,58.32,44.82,61.56,0.57,51.3,2021,3
Bangalore,07/04/2021,47,25.85,50.76,39.01,53.58,0.49,44.65,2021,4
Bangalore,07/05/2021,42,23.1,45.36,34.86,47.88,0.44,39.9,2021,5
Bangalore,07/06/2021,46,25.3,49.68,38.18,52.44,0.48,43.7,2021,6
Bangalore,07/07/2021,61,33.55,65.88,50.63,69.54,0.64,57.95,2021,7
Bangalore,07/08/2021,54,29.7,58.32,44.82,61.56,0.57,51.3,2021,8
Bangalore,07/09/2021,70,38.5,75.6,58.1,79.8,0.74,66.5,2021,9
Bangalore,07/10/2021,52,28.6,56.16,43.16,59.28,0.55,49.4,2021,10
Bangalore,07/11/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,11
Bangalore,07/12/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,12
Bangalore,08/01/2021,57,31.35,61.56,47.31,64.98,0.6,54.15,2021,1
Bangalore,08/02/2021,66,36.3,71.28,54.78,75.24,0.69,62.7,2021,2
Bangalore,08/03/2021,67,36.85,72.36,55.61,76.38,0.7,63.65,2021,3
Bangalore,08/04/2021,60,33,64.8,49.8,68.4,0.63,57,2021,4
Bangalore,08/05/2021,52,28.6,56.16,43.16,59.28,0.55,49.4,2021,5
Bangalore,08/06/2021,64,35.2,69.12,53.12,72.96,0.67,60.8,2021,6
Bangalore,08/07/2021,57,31.35,61.56,47.31,64.98,0.6,54.15,2021,7
Bangalore,08/08/2021,48,26.4,51.84,39.84,54.72,0.5,45.6,2021,8
Bangalore,08/09/2021,69,37.95,74.52,57.27,78.66,0.72,65.55,2021,9
Bangalore,08/10/2021,53,29.15,57.24,43.99,60.42,0.56,50.35,2021,10
Bangalore,08/11/2021,59,32.45,63.72,48.97,67.26,0.62,56.05,2021,11
Bangalore,08/12/2021,78,42.9,84.24,64.74,88.92,0.82,74.1,2021,12
Bangalore,09/01/2021,67,36.85,72.36,55.61,76.38,0.7,63.65,2021,1
Bangalore,09/02/2021,59,32.45,63.72,48.97,67.26,0.62,56.05,2021,2
Bangalore,09/03/2021,45,24.75,48.6,37.35,51.3,0.47,42.75,2021,3
Bangalore,09/04/2021,55,30.25,59.4,45.65,62.7,0.58,52.25,2021,4
Bangalore,09/05/2021,46,25.3,49.68,38.18,52.44,0.48,43.7,2021,5
Bangalore,09/06/2021,40,22,43.2,33.2,45.6,0.42,38,2021,6
Bangalore,09/07/2021,41,22.55,44.28,34.03,46.74,0.43,38.95,2021,7
Bangalore,09/08/2021,47,25.85,50.76,39.01,53.58,0.49,44.65,2021,8
Bangalore,09/09/2021,63,34.65,68.04,52.29,71.82,0.66,59.85,2021,9
Bangalore,09/10/2021,58,31.9,62.64,48.14,66.12,0.61,55.1,2021,10
Bangalore,09/11/2021,61,33.55,65.88,50.63,69.54,0.64,57.95,2021,11
Bangalore,09/12/2021,55,30.25,59.4,45.65,62.7,0.58,52.25,2021,12
Bangalore,10/01/2021,67,36.85,72.36,55.61,76.38,0.7,63.65,2021,1
Bangalore,10/02/2021,70,38.5,75.6,58.1,79.8,0.74,66.5,2021,2
Bangalore,10/03/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,3
Bangalore,10/04/2021,56,30.8,60.48,46.48,63.84,0.59,53.2,2021,4
Bangalore,10/05/2021,64,35.2,69.12,53.12,72.96,0.67,60.8,2021,5
Bangalore,10/06/2021,52,28.6,56.16,43.16,59.28,0.55,49.4,2021,6
Bangalore,10/07/2021,49,26.95,52.92,40.67,55.86,0.51,46.55,2021,7
Bangalore,10/08/2021,57,31.35,61.56,47.31,64.98,0.6,54.15,2021,8
Bangalore,10/09/2021,48,26.4,51.84,39.84,54.72,0.5,45.6,2021,9
Bangalore,10/10/2021,46,25.3,49.68,38.18,52.44,0.48,43.7,2021,10
Bangalore,10/11/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,11
Bangalore,10/12/2021,39,21.45,42.12,32.37,44.46,0.41,37.05,2021,12
Bangalore,11/01/2021,56,30.8,60.48,46.48,63.84,0.59,53.2,2021,1
Bangalore,11/02/2021,50,27.5,54,41.5,57,0.53,47.5,2021,2
Bangalore,11/03/2021,56,30.8,60.48,46.48,63.84,0.59,53.2,2021,3
Bangalore,11/04/2021,58,31.9,62.64,48.14,66.12,0.61,55.1,2021,4
Bangalore,11/05/2021,57,31.35,61.56,47.31,64.98,0.6,54.15,2021,5
Bangalore,11/06/2021,70,38.5,75.6,58.1,79.8,0.74,66.5,2021,6
Bangalore,11/07/2021,77,42.35,83.16,63.91,87.78,0.81,73.15,2021,7
Bangalore,11/08/2021,101,55.55,109.08,83.83,115.14,1.06,95.95,2021,8
Bangalore,11/09/2021,106,58.3,114.48,87.98,120.84,1.11,100.7,2021,9
Bangalore,11/10/2021,104,57.2,112.32,86.32,118.56,1.09,98.8,2021,10
Bangalore,11/11/2021,91,50.05,98.28,75.53,103.74,0.96,86.45,2021,11
Bangalore,11/12/2021,64,35.2,69.12,53.12,72.96,0.67,60.8,2021,12
Bangalore,12/01/2021,60,33,64.8,49.8,68.4,0.63,57,2021,1
Bangalore,12/02/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,2
Bangalore,12/03/2021,98,53.9,105.84,81.34,111.72,1.03,93.1,2021,3
Bangalore,12/04/2021,95,52.25,102.6,78.85,108.3,1,90.25,2021,4
Bangalore,12/05/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,5
Bangalore,12/06/2021,86,47.3,92.88,71.38,98.04,0.9,81.7,2021,6
Bangalore,12/07/2021,113,62.15,122.04,93.79,128.82,1.19,107.35,2021,7
Bangalore,12/08/2021,81,44.55,87.48,67.23,92.34,0.85,76.95,2021,8
Bangalore,12/09/2021,66,36.3,71.28,54.78,75.24,0.69,62.7,2021,9
Bangalore,12/10/2021,51,28.05,55.08,42.33,58.14,0.54,48.45,2021,10
Bangalore,12/11/2021,61,33.55,65.88,50.63,69.54,0.64,57.95,2021,11
Bangalore,12/12/2021,47,25.85,50.76,39.01,53.58,0.49,44.65,2021,12
Bangalore,01/01/2022,51,28.05,55.08,42.33,58.14,0.54,48.45,2022,1
Bangalore,01/02/2022,43,23.65,46.44,35.69,49.02,0.45,40.85,2022,2
Bangalore,01/03/2022,55,30.25,59.4,45.65,62.7,0.58,52.25,2022,3
Bangalore,01/04/2022,86,47.3,92.88,71.38,98.04,0.9,81.7,2022,4
Bangalore,01/05/2022,88,48.4,95.04,73.04,100.32,0.92,83.6,2022,5
Bangalore,01/06/2022,86,47.3,92.88,71.38,98.04,0.9,81.7,2022,6
Bangalore,01/07/2022,79,43.45,85.32,65.57,90.06,0.83,75.05,2022,7
Bangalore,01/08/2022,77,42.35,83.16,63.91,87.78,0.81,73.15,2022,8
Bangalore,01/09/2022,71,39.05,76.68,58.93,80.94,0.75,67.45,2022,9
Bangalore,01/10/2022,75,41.25,81,62.25,85.5,0.79,71.25,2022,10
Bangalore,01/11/2022,74,40.7,79.92,61.42,84.36,0.78,70.3,2022,11
Bangalore,01/12/2022,73,40.15,78.84,60.59,83.22,0.77,69.35,2022,12
Bangalore,02/01/2022,118,64.9,127.44,97.94,134.52,1.24,112.1,2022,1
Bangalore,02/02/2022,108,59.4,116.64,89.64,123.12,1.13,102.6,2022,2
Bangalore,02/03/2022,111,61.05,119.88,92.13,126.54,1.17,105.45,2022,3
Bangalore,02/04/2022,102,56.1,110.16,84.66,116.28,1.07,96.9,2022,4
Bangalore,02/05/2022,114,62.7,123.12,94.62,129.96,1.2,108.3,2022,5
Bangalore,02/06/2022,96,52.8,103.68,79.68,109.44,1.01,91.2,2022,6
Bangalore,02/07/2022,80,44,86.4,66.4,91.2,0.84,76,2022,7
Bangalore,02/08/2022,100,55,108,83,114,1.05,95,2022,8
Bangalore,02/09/2022,91,50.05,98.28,75.53,103.74,0.96,86.45,2022,9
Bangalore,02/10/2022,90,49.5,97.2,74.7,102.6,0.95,85.5,2022,10
Bangalore,02/11/2022,113,62.15,122.04,93.79,128.82,1.19,107.35,2022,11
Bangalore,02/12/2022,74,40.7,79.92,61.42,84.36,0.78,70.3,2022,12
Bangalore,03/01/2022,96,52.8,103.68,79.68,109.44,1.01,91.2,2022,1
Bangalore,03/02/2022,88,48.4,95.04,73.04,100.32,0.92,83.6,2022,2
Bangalore,03/03/2022,96,52.8,103.68,79.68,109.44,1.01,91.2,2022,3
Bangalore,03/04/2022,100,55,108,83,114,1.05,95,2022,4
Bangalore,03/05/2022,76,41.8,82.08,63.08,86.64,0.8,72.2,2022,5
Bangalore,03/06/2022,78,42.9,84.24,64.74,88.92,0.82,74.1,2022,6
Bangalore,03/07/2022,69,37.95,74.52,57.27,78.66,0.72,65.55,2022,7
Bangalore,03/08/2022,81,44.55,87.48,67.23,92.34,0.85,76.95,2022,8
Bangalore,03/09/2022,119,65.45,128.52,98.77,135.66,1.25,113.05,2022,9
Bangalore,03/10/2022,104,57.2,112.32,86.32,118.56,1.09,98.8,2022,10
Bangalore,03/11/2022,96,52.8,103.68,79.68,109.44,1.01,91.2,2022,11
Bangalore,03/12/2022,108,59.4,116.64,89.64,123.12,1.13,102.6,2022,12
Bangalore,04/01/2022,97,53.35,104.76,80.51,110.58,1.02,92.15,2022,1
Bangalore,04/02/2022,91,50.05,98.28,75.53,103.74,0.96,86.45,2022,2
Bangalore,04/03/2022,104,57.2,112.32,86.32,118.56,1.09,98.8,2022,3
Bangalore,04/04/2022,98,53.9,105.84,81.34,111.72,1.03,93.1,2022,4
Bangalore,04/05/2022,94,51.7,101.52,78.02,107.16,0.99,89.3,2022,5
Bangalore,04/06/2022,99,54.45,106.92,82.17,112.86,1.04,94.05,2022,6
Bangalore,04/07/2022,99,54.45,106.92,82.17,112.86,1.04,94.05,2022,7
Bangalore,04/08/2022,97,53.35,104.76,80.51,110.58,1.02,92.15,2022,8
Bangalore,04/09/2022,76,41.8,82.08,63.08,86.64,0.8,72.2,2022,9
Bangalore,04/10/2022,71,39.05,76.68,58.93,80.94,0.75,67.45,2022,10
Bangalore,04/11/2022,73,40.15,78.84,60.59,83.22,0.77,69.35,2022,11
Bangalore,04/12/2022,81,44.55,87.48,67.23,92.34,0.85,76.95,2022,12
Bangalore,05/01/2022,87,47.85,93.96,72.21,99.18,0.91,82.65,2022,1
Bangalore,05/02/2022,68,37.4,73.44,56.44,77.52,0.71,64.6,2022,2
Bangalore,05/03/2022,77,42.35,83.16,63.91,87.78,0.81,73.15,2022,3
Bangalore,05/04/2022,73,40.15,78.84,60.59,83.22,0.77,69.35,2022,4
Bangalore,05/05/2022,68,37.4,73.44,56.44,77.52,0.71,64.6,2022,5
Bangalore,05/06/2022,86,47.3,92.88,71.38,98.04,0.9,81.7,2022,6
Bangalore,05/07/2022,77,42.35,83.16,63.91,87.78,0.81,73.15,2022,7
Bangalore,05/08/2022,79,43.45,85.32,65.57,90.06,0.83,75.05,2022,8
Bangalore,05/09/2022,76,41.8,82.08,63.08,86.64,0.8,72.2,2022,9
Bangalore,05/10/2022,84,46.2,90.72,69.72,95.76,0.88,79.8,2022,10
Bangalore,05/11/2022,74,40.7,79.92,61.42,84.36,0.78,70.3,2022,11
Bangalore,05/12/2022,57,31.35,61.56,47.31,64.98,0.6,54.15,2022,12
Bangalore,06/01/2022,67,36.85,72.36,55.61,76.38,0.7,63.65,2022,1
Bangalore,06/02/2022,67,36.85,72.36,55.61,76.38,0.7,63.65,2022,2
Bangalore,06/03/2022,79,43.45,85.32,65.57,90.06,0.83,75.05,2022,3
Bangalore,06/04/2022,78,42.9,84.24,64.74,88.92,0.82,74.1,2022,4
Bangalore,06/05/2022,76,41.8,82.08,63.08,86.64,0.8,72.2,2022,5
Bangalore,06/06/2022,62,34.1,66.96,51.46,70.68,0.65,58.9,2022,6
Bangalore,06/07/2022,62,34.1,66.96,51.46,70.68,0.65,58.9,2022,7
Bangalore,06/08/2022,59,32.45,63.72,48.97,67.26,0.62,56.05,2022,8
Bangalore,06/09/2022,66,36.3,71.28,54.78,75.24,0.69,62.7,2022,9
Bangalore,06/10/2022,68,37.4,73.44,56.44,77.52,0.71,64.6,2022,10
Bangalore,06/11/2022,68,37.4,73.44,56.44,77.52,0.71,64.6,2022,11
Bangalore,06/12/2022,56,30.8,60.48,46.48,63.84,0.59,53.2,2022,12
Bangalore,07/01/2022,56,30.8,60.48,46.48,63.84,0.59,53.2,2022,1
Bangalore,07/02/2022,77,42.35,83.16,63.91,87.78,0.81,73.15,2022,2
Bangalore,07/03/2022,79,43.45,85.32,65.57,90.06,0.83,75.05,2022,3
Bangalore,07/04/2022,51,28.05,55.08,42.33,58.14,0.54,48.45,2022,4
Bangalore,07/05/2022,52,28.6,56.16,43.16,59.28,0.55,49.4,2022,5
Bangalore,07/06/2022,57,31.35,61.56,47.31,64.98,0.6,54.15,2022,6
